zip,City,County Name
76140,FORT WORTH,TARRANT
76147,FORT WORTH,TARRANT
76148,FORT WORTH,TARRANT
76155,FORT WORTH,TARRANT
76161,FORT WORTH,TARRANT
76162,FORT WORTH,TARRANT
76163,FORT WORTH,TARRANT
76164,FORT WORTH,TARRANT
76166,FORT WORTH,TARRANT
76177,FORT WORTH,TARRANT
76179,FORT WORTH,TARRANT
76181,FORT WORTH,TARRANT
76185,FORT WORTH,TARRANT
76192,FORT WORTH,TARRANT
76196,FORT WORTH,TARRANT
76199,FORT WORTH,TARRANT
78021,FOWLERTON,LA SALLE
77961,FRANCITAS,JACKSON
77856,FRANKLIN,ROBERTSON
75763,FRANKSTON,ANDERSON
77616,FRED,TYLER
78624,FREDERICKSBURG,GILLESPIE
76842,FREDONIA,MASON
77541,FREEPORT,BRAZORIA
77542,FREEPORT,BRAZORIA
78357,FREER,DUVAL
77545,FRESNO,FORT BEND
77546,FRIENDSWOOD,GALVESTON
77549,FRIENDSWOOD,GALVESTON
79035,FRIONA,PARMER
75035,FRISCO,COLLIN
75033,FRISCO,DENTON
75034,FRISCO,DENTON
79036,FRITCH,HUTCHINSON
76641,FROST,NAVARRO
75127,FRUITVALE,VAN ZANDT
77441,FULSHEAR,FORT BEND
78358,FULTON,ARANSAS
79738,GAIL,BORDEN
76240,GAINESVILLE,COOKE
76241,GAINESVILLE,COOKE
77547,GALENA PARK,HARRIS
75764,GALLATIN,CHEROKEE
77550,GALVESTON,GALVESTON
77551,GALVESTON,GALVESTON
77552,GALVESTON,GALVESTON
77553,GALVESTON,GALVESTON
77554,GALVESTON,GALVESTON
77555,GALVESTON,GALVESTON
77962,GANADO,JACKSON
78547,GARCIASVILLE,STARR
79739,GARDEN CITY,GLASSCOCK
79758,GARDENDALE,ECTOR
75040,GARLAND,DALLAS
75041,GARLAND,DALLAS
75042,GARLAND,DALLAS
75043,GARLAND,DALLAS
75044,GARLAND,DALLAS
75045,GARLAND,DALLAS
75046,GARLAND,DALLAS
75047,GARLAND,DALLAS
75049,GARLAND,DALLAS
75946,GARRISON,NACOGDOCHES
77442,GARWOOD,COLORADO
75643,GARY,PANOLA
76528,GATESVILLE,CORYELL
76599,GATESVILLE,CORYELL
77857,GAUSE,MILAM
78022,GEORGE WEST,LIVE OAK
78626,GEORGETOWN,WILLIAMSON
78627,GEORGETOWN,WILLIAMSON
78628,GEORGETOWN,WILLIAMSON
78633,GEORGETOWN,WILLIAMSON
78115,GERONIMO,GUADALUPE
78942,GIDDINGS,LEE
77617,GILCHRIST,GALVESTON
78116,GILLETT,KARNES
75644,GILMER,UPSHUR
75645,GILMER,UPSHUR
75647,GLADEWATER,GREGG
77443,GLEN FLORA,WHARTON
76043,GLEN ROSE,SOMERVELL
78943,GLIDDEN,COLORADO
75443,GOBER,FANNIN
76044,GODLEY,JOHNSON
75444,GOLDEN,WOOD
79519,GOLDSBORO,COLEMAN
79741,GOLDSMITH,ECTOR
76844,GOLDTHWAITE,MILLS
77963,GOLIAD,GOLIAD
78629,GONZALES,GONZALES
76908,GOODFELLOW AFB,TOM GREEN
77335,GOODRICH,POLK
76453,GORDON,PALO PINTO
76245,GORDONVILLE,GRAYSON
76363,GOREE,KNOX
76454,GORMAN,EASTLAND
76845,GOULDBUSK,COLEMAN
76449,GRAFORD,PALO PINTO
76450,GRAHAM,YOUNG
76048,GRANBURY,HOOD
76049,GRANBURY,HOOD
75050,GRAND PRAIRIE,DALLAS
75051,GRAND PRAIRIE,DALLAS
75052,GRAND PRAIRIE,DALLAS
75053,GRAND PRAIRIE,DALLAS
75054,GRAND PRAIRIE,DALLAS
75140,GRAND SALINE,VAN ZANDT
79742,GRANDFALLS,WARD
76050,GRANDVIEW,JOHNSON
76530,GRANGER,WILLIAMSON
75844,GRAPELAND,HOUSTON
76051,GRAPEVINE,TARRANT
76099,GRAPEVINE,TARRANT
75401,GREENVILLE,HUNT
75402,GREENVILLE,HUNT
75403,GREENVILLE,HUNT
75404,GREENVILLE,HUNT
76246,GREENWOOD,WISE
78359,GREGORY,SAN PATRICIO
76642,GROESBECK,LIMESTONE
79039,GROOM,CARSON
77619,GROVES,JEFFERSON
75845,GROVETON,TRINITY
78548,GRULLA,STARR
79040,GRUVER,HANSFORD
75058,GUNTER,GRAYSON
76455,GUSTINE,COMANCHE
77444,GUY,FORT BEND
79041,HALE CENTER,HALE
77964,HALLETTSVILLE,LAVACA
75650,HALLSVILLE,HARRISON
76117,HALTOM CITY,TARRANT
76531,HAMILTON,HAMILTON
79520,HAMLIN,JONES
77622,HAMSHIRE,JEFFERSON
77560,HANKAMER,CHAMBERS
79042,HAPPY,SWISHER
77561,HARDIN,LIBERTY
78549,HARGILL,HIDALGO
76548,HARKER HEIGHTS,BELL
75651,HARLETON,HARRISON
78550,HARLINGEN,CAMERON
78551,HARLINGEN,CAMERON
78552,HARLINGEN,CAMERON
78553,HARLINGEN,CAMERON
78631,HARPER,GILLESPIE
76364,HARROLD,WILBARGER
79043,HART,CASTRO
79044,HARTLEY,HARTLEY
78632,HARWOOD,GONZALES
79521,HASKELL,HASKELL
76052,HASLET,TARRANT
75765,HAWKINS,WOOD
79525,HAWLEY,JONES
77859,HEARNE,ROBERTSON
78361,HEBBRONVILLE,JIM HOGG
79237,HEDLEY,DONLEY
76533,HEIDENHEIMER,BELL
78023,HELOTES,BEXAR
75948,HEMPHILL,SABINE
77445,HEMPSTEAD,WALLER
75652,HENDERSON,RUSK
75653,HENDERSON,RUSK
75654,HENDERSON,RUSK
76365,HENRIETTA,CLAY
79045,HEREFORD,DEAF SMITH
79526,HERMLEIGH,SCURRY
76643,HEWITT,MCLENNAN
76457,HICO,HAMILTON
78557,HIDALGO,HIDALGO
79046,HIGGINS,LIPSCOMB
77623,HIGH ISLAND,GALVESTON
77562,HIGHLANDS,HARRIS
77624,HILLISTER,TYLER
76645,HILLSBORO,HILL
77563,HITCHCOCK,GALVESTON
78117,HOBSON,KARNES
77447,HOCKLEY,HARRIS
76534,HOLLAND,BELL
76366,HOLLIDAY,ARCHER
78861,HONDO,MEDINA
75446,HONEY GROVE,FANNIN
75561,HOOKS,BOWIE
78657,HORSESHOE BAY,LLANO
77053,HOUSTON,FORT BEND
77001,HOUSTON,HARRIS
77002,HOUSTON,HARRIS
77003,HOUSTON,HARRIS
77004,HOUSTON,HARRIS
77005,HOUSTON,HARRIS
77006,HOUSTON,HARRIS
77007,HOUSTON,HARRIS
77008,HOUSTON,HARRIS
77009,HOUSTON,HARRIS
77010,HOUSTON,HARRIS
77011,HOUSTON,HARRIS
77012,HOUSTON,HARRIS
77013,HOUSTON,HARRIS
77014,HOUSTON,HARRIS
77015,HOUSTON,HARRIS
77016,HOUSTON,HARRIS
77017,HOUSTON,HARRIS
77018,HOUSTON,HARRIS
77019,HOUSTON,HARRIS
77020,HOUSTON,HARRIS
77021,HOUSTON,HARRIS
77022,HOUSTON,HARRIS
77023,HOUSTON,HARRIS
77024,HOUSTON,HARRIS
77025,HOUSTON,HARRIS
77026,HOUSTON,HARRIS
77027,HOUSTON,HARRIS
77028,HOUSTON,HARRIS
77029,HOUSTON,HARRIS
77030,HOUSTON,HARRIS
77031,HOUSTON,HARRIS
77032,HOUSTON,HARRIS
77033,HOUSTON,HARRIS
77034,HOUSTON,HARRIS
77035,HOUSTON,HARRIS
77036,HOUSTON,HARRIS
77037,HOUSTON,HARRIS
77038,HOUSTON,HARRIS
77039,HOUSTON,HARRIS
77040,HOUSTON,HARRIS
77041,HOUSTON,HARRIS
77042,HOUSTON,HARRIS
77043,HOUSTON,HARRIS
77044,HOUSTON,HARRIS
77045,HOUSTON,HARRIS
77046,HOUSTON,HARRIS
77047,HOUSTON,HARRIS
77048,HOUSTON,HARRIS
77049,HOUSTON,HARRIS
77050,HOUSTON,HARRIS
77051,HOUSTON,HARRIS
77052,HOUSTON,HARRIS
77054,HOUSTON,HARRIS
77055,HOUSTON,HARRIS
77056,HOUSTON,HARRIS
77057,HOUSTON,HARRIS
77058,HOUSTON,HARRIS
77059,HOUSTON,HARRIS
77060,HOUSTON,HARRIS
77061,HOUSTON,HARRIS
77062,HOUSTON,HARRIS
77063,HOUSTON,HARRIS
77064,HOUSTON,HARRIS
77065,HOUSTON,HARRIS
77066,HOUSTON,HARRIS
77067,HOUSTON,HARRIS
77068,HOUSTON,HARRIS
77069,HOUSTON,HARRIS
77070,HOUSTON,HARRIS
77071,HOUSTON,HARRIS
77072,HOUSTON,HARRIS
77073,HOUSTON,HARRIS
77074,HOUSTON,HARRIS
77075,HOUSTON,HARRIS
77076,HOUSTON,HARRIS
77077,HOUSTON,HARRIS
77078,HOUSTON,HARRIS
77079,HOUSTON,HARRIS
77080,HOUSTON,HARRIS
77081,HOUSTON,HARRIS
77082,HOUSTON,HARRIS
77083,HOUSTON,HARRIS
77084,HOUSTON,HARRIS
77085,HOUSTON,HARRIS
77086,HOUSTON,HARRIS
77087,HOUSTON,HARRIS
77088,HOUSTON,HARRIS
77089,HOUSTON,HARRIS
77090,HOUSTON,HARRIS
77091,HOUSTON,HARRIS
77092,HOUSTON,HARRIS
77093,HOUSTON,HARRIS
77094,HOUSTON,HARRIS
77095,HOUSTON,HARRIS
77096,HOUSTON,HARRIS
77098,HOUSTON,HARRIS
77099,HOUSTON,HARRIS
77201,HOUSTON,HARRIS
77203,HOUSTON,HARRIS
77204,HOUSTON,HARRIS
77205,HOUSTON,HARRIS
77206,HOUSTON,HARRIS
77207,HOUSTON,HARRIS
77208,HOUSTON,HARRIS
77210,HOUSTON,HARRIS
77212,HOUSTON,HARRIS
77213,HOUSTON,HARRIS
77215,HOUSTON,HARRIS
77217,HOUSTON,HARRIS
77218,HOUSTON,HARRIS
77219,HOUSTON,HARRIS
77220,HOUSTON,HARRIS
77221,HOUSTON,HARRIS
77222,HOUSTON,HARRIS
77223,HOUSTON,HARRIS
77224,HOUSTON,HARRIS
77225,HOUSTON,HARRIS
77226,HOUSTON,HARRIS
77227,HOUSTON,HARRIS
77228,HOUSTON,HARRIS
77229,HOUSTON,HARRIS
77230,HOUSTON,HARRIS
77231,HOUSTON,HARRIS
77233,HOUSTON,HARRIS
77234,HOUSTON,HARRIS
77235,HOUSTON,HARRIS
77236,HOUSTON,HARRIS
77237,HOUSTON,HARRIS
77238,HOUSTON,HARRIS
77240,HOUSTON,HARRIS
77241,HOUSTON,HARRIS
77242,HOUSTON,HARRIS
77243,HOUSTON,HARRIS
77244,HOUSTON,HARRIS
77245,HOUSTON,HARRIS
77248,HOUSTON,HARRIS
77249,HOUSTON,HARRIS
77251,HOUSTON,HARRIS
77252,HOUSTON,HARRIS
77253,HOUSTON,HARRIS
77254,HOUSTON,HARRIS
77255,HOUSTON,HARRIS
77256,HOUSTON,HARRIS
77257,HOUSTON,HARRIS
77258,HOUSTON,HARRIS
77259,HOUSTON,HARRIS
77261,HOUSTON,HARRIS
77262,HOUSTON,HARRIS
77263,HOUSTON,HARRIS
77265,HOUSTON,HARRIS
77266,HOUSTON,HARRIS
77267,HOUSTON,HARRIS
77268,HOUSTON,HARRIS
77269,HOUSTON,HARRIS
77270,HOUSTON,HARRIS
77271,HOUSTON,HARRIS
77272,HOUSTON,HARRIS
77273,HOUSTON,HARRIS
77274,HOUSTON,HARRIS
77275,HOUSTON,HARRIS
77277,HOUSTON,HARRIS
77279,HOUSTON,HARRIS
77280,HOUSTON,HARRIS
77282,HOUSTON,HARRIS
77284,HOUSTON,HARRIS
77287,HOUSTON,HARRIS
77288,HOUSTON,HARRIS
77289,HOUSTON,HARRIS
77290,HOUSTON,HARRIS
77291,HOUSTON,HARRIS
77292,HOUSTON,HARRIS
77293,HOUSTON,HARRIS
75459,HOWE,GRAYSON
76648,HUBBARD,HILL
77336,HUFFMAN,HARRIS
77337,HUFSMITH,HARRIS
75656,HUGHES SPRINGS,CASS
77564,HULL,LIBERTY
77338,HUMBLE,HARRIS
77346,HUMBLE,HARRIS
77347,HUMBLE,HARRIS
77396,HUMBLE,HARRIS
77448,HUNGERFORD,WHARTON
78024,HUNT,KERR
75949,HUNTINGTON,ANGELINA
77320,HUNTSVILLE,WALKER
77340,HUNTSVILLE,WALKER
77341,HUNTSVILLE,WALKER
77342,HUNTSVILLE,WALKER
77344,HUNTSVILLE,WALKER
77348,HUNTSVILLE,WALKER
77349,HUNTSVILLE,WALKER
76053,HURST,TARRANT
76054,HURST,TARRANT
75141,HUTCHINS,DALLAS
78634,HUTTO,WILLIAMSON
78635,HYE,BLANCO
79329,IDALOU,LUBBOCK
79743,IMPERIAL,PECOS
78944,INDUSTRY,AUSTIN
77968,INEZ,VICTORIA
78362,INGLESIDE,SAN PATRICIO
78025,INGRAM,KERR
77861,IOLA,GRIMES
76367,IOWA PARK,WICHITA
79527,IRA,SCURRY
79744,IRAAN,PECOS
76649,IREDELL,BOSQUE
76650,IRENE,HILL
75014,IRVING,DALLAS
75015,IRVING,DALLAS
75016,IRVING,DALLAS
75017,IRVING,DALLAS
75038,IRVING,DALLAS
75039,IRVING,DALLAS
75060,IRVING,DALLAS
75061,IRVING,DALLAS
75062,IRVING,DALLAS
75063,IRVING,DALLAS
76651,ITALY,ELLIS
76055,ITASCA,HILL
75447,IVANHOE,FANNIN
76458,JACKSBORO,JACK
75766,JACKSONVILLE,CHEROKEE
76537,JARRELL,WILLIAMSON
75951,JASPER,JASPER
79528,JAYTON,KENT
78234,JBSA FT SAM HOUSTON,BEXAR
78236,JBSA LACKLAND,BEXAR
78150,JBSA RANDOLPH,BEXAR
75657,JEFFERSON,MARION
76459,JERMYN,JACK
75846,JEWETT,LEON
75954,JOAQUIN,SHELBY
78636,JOHNSON CITY,BLANCO
76538,JONESBORO,CORYELL
75659,JONESVILLE,HARRISON
75164,JOSEPHINE,COLLIN
76058,JOSHUA,JOHNSON
78026,JOURDANTON,ATASCOSA
75660,JUDSON,GREGG
76849,JUNCTION,KIMBLE
79330,JUSTICEBURG,GARZA
76247,JUSTIN,DENTON
76369,KAMAY,WICHITA
75661,KARNACK,HARRISON
78118,KARNES CITY,KARNES
77494,KATY,FORT BEND
77449,KATY,HARRIS
77450,KATY,HARRIS
77491,KATY,HARRIS
77492,KATY,HARRIS
77493,KATY,HARRIS
75142,KAUFMAN,KAUFMAN
76059,KEENE,JOHNSON
76244,KELLER,TARRANT
76248,KELLER,TARRANT
77565,KEMAH,GALVESTON
75143,KEMP,KAUFMAN
76539,KEMPNER,LAMPASAS
78027,KENDALIA,KENDALL
77451,KENDLETON,FORT BEND
78119,KENEDY,KARNES
75847,KENNARD,HOUSTON
76060,KENNEDALE,TARRANT
77452,KENNEY,AUSTIN
75144,KERENS,NAVARRO
79745,KERMIT,WINKLER
79051,KERRICK,DALLAM
78028,KERRVILLE,KERR
78029,KERRVILLE,KERR
75662,KILGORE,GREGG
75663,KILGORE,GREGG
76540,KILLEEN,BELL
76541,KILLEEN,BELL
76542,KILLEEN,BELL
76543,KILLEEN,BELL
76547,KILLEEN,BELL
76549,KILLEEN,BELL
78638,KINGSBURY,GUADALUPE
78639,KINGSLAND,LLANO
78363,KINGSVILLE,KLEBERG
78364,KINGSVILLE,KLEBERG
77325,KINGWOOD,HARRIS
77339,KINGWOOD,HARRIS
77345,KINGWOOD,HARRIS
75956,KIRBYVILLE,JASPER
75848,KIRVIN,FREESTONE
75448,KLONDIKE,DELTA
78870,KNIPPA,UVALDE
79748,KNOTT,HOWARD
79529,KNOX CITY,KNOX
76652,KOPPERL,BOSQUE
76653,KOSSE,LIMESTONE
77625,KOUNTZE,HARDIN
79052,KRESS,SWISHER
76249,KRUM,DENTON
77862,KURTEN,BRAZOS
78640,KYLE,HAYS
78558,LA BLANCA,HIDALGO
78039,LA COSTE,MEDINA
78559,LA FERIA,CAMERON
78945,LA GRANGE,FAYETTE
78560,LA JOYA,HIDALGO
77568,LA MARQUE,GALVESTON
77571,LA PORTE,HARRIS
77572,LA PORTE,HARRIS
78872,LA PRYOR,ZAVALA
78121,LA VERNIA,WILSON
78562,LA VILLA,HIDALGO
77970,LA WARD,JACKSON
75449,LADONIA,FANNIN
76644,LAGUNA PARK,BOSQUE
75666,LAIRD HILL,RUSK
75450,LAKE CREEK,DELTA
75065,LAKE DALLAS,DENTON
77566,LAKE JACKSON,BRAZORIA
79239,LAKEVIEW,HALL
79331,LAMESA,DAWSON
76550,LAMPASAS,LAMPASAS
75134,LANCASTER,DALLAS
75146,LANCASTER,DALLAS
77453,LANE CITY,WHARTON
75667,LANEVILLE,RUSK
78040,LAREDO,WEBB
78041,LAREDO,WEBB
78042,LAREDO,WEBB
78043,LAREDO,WEBB
78044,LAREDO,WEBB
78045,LAREDO,WEBB
78046,LAREDO,WEBB
78049,LAREDO,WEBB
75770,LARUE,HENDERSON
78561,LASARA,WILLACY
75849,LATEXO,HOUSTON
78843,LAUGHLIN AFB,VAL VERDE
75166,LAVON,COLLIN
79530,LAWN,TAYLOR
79053,LAZBUDDIE,PARMER
77573,LEAGUE CITY,GALVESTON
77574,LEAGUE CITY,GALVESTON
78873,LEAKEY,REAL
78645,LEANDER,TRAVIS
78641,LEANDER,WILLIAMSON
78646,LEANDER,WILLIAMSON
78946,LEDBETTER,FAYETTE
75451,LEESBURG,CAMP
78122,LEESVILLE,GONZALES
79054,LEFORS,GRAY
77350,LEGGETT,POLK
79240,LELIA LAKE,DONLEY
78050,LEMING,ATASCOSA
79749,LENORAH,MARTIN
75850,LEONA,LEON
75452,LEONARD,FANNIN
76654,LEROY,MCLENNAN
79336,LEVELLAND,HOCKLEY
79338,LEVELLAND,HOCKLEY
75029,LEWISVILLE,DENTON
75057,LEWISVILLE,DENTON
75067,LEWISVILLE,DENTON
75077,LEWISVILLE,DENTON
78947,LEXINGTON,LEE
77575,LIBERTY,LIBERTY
78642,LIBERTY HILL,WILLIAMSON
76061,LILLIAN,JOHNSON
78948,LINCOLN,LEE
75771,LINDALE,SMITH
75563,LINDEN,CASS
76250,LINDSAY,COOKE
76461,LINGLEVILLE,ERATH
78563,LINN,HIDALGO
76462,LIPAN,HOOD
77454,LISSIE,WHARTON
75068,LITTLE ELM,DENTON
76554,LITTLE RIVER ACADEMY,BELL
79339,LITTLEFIELD,LAMB
77577,LIVERPOOL,BRAZORIA
77351,LIVINGSTON,POLK
77399,LIVINGSTON,POLK
78643,LLANO,LLANO
78644,LOCKHART,CALDWELL
79241,LOCKNEY,FLOYD
76852,LOHN,MCCULLOCH
77971,LOLITA,JACKSON
76853,LOMETA,LAMPASAS
76854,LONDON,KIMBLE
75453,LONE OAK,HUNT
75668,LONE STAR,MORRIS
75669,LONG BRANCH,PANOLA
75601,LONGVIEW,GREGG
75602,LONGVIEW,GREGG
75603,LONGVIEW,GREGG
75604,LONGVIEW,GREGG
75605,LONGVIEW,GREGG
75606,LONGVIEW,GREGG
75607,LONGVIEW,GREGG
75608,LONGVIEW,GREGG
75615,LONGVIEW,GREGG
79342,LOOP,GAINES
79532,LORAINE,MITCHELL
76655,LORENA,MCLENNAN
79343,LORENZO,CROSBY
78565,LOS EBANOS,HIDALGO
78566,LOS FRESNOS,CAMERON
78567,LOS INDIOS,CAMERON
76656,LOTT,FALLS
77455,LOUISE,WHARTON
75851,LOVELADY,HOUSTON
76460,LOVING,YOUNG
76855,LOWAKE,CONCHO
78568,LOZANO,CAMERON
79401,LUBBOCK,LUBBOCK
79402,LUBBOCK,LUBBOCK
79403,LUBBOCK,LUBBOCK
79404,LUBBOCK,LUBBOCK
79406,LUBBOCK,LUBBOCK
79407,LUBBOCK,LUBBOCK
79408,LUBBOCK,LUBBOCK
79409,LUBBOCK,LUBBOCK
79410,LUBBOCK,LUBBOCK
79411,LUBBOCK,LUBBOCK
79412,LUBBOCK,LUBBOCK
79413,LUBBOCK,LUBBOCK
79414,LUBBOCK,LUBBOCK
79415,LUBBOCK,LUBBOCK
79416,LUBBOCK,LUBBOCK
79423,LUBBOCK,LUBBOCK
79424,LUBBOCK,LUBBOCK
79430,LUBBOCK,LUBBOCK
79452,LUBBOCK,LUBBOCK
79453,LUBBOCK,LUBBOCK
79464,LUBBOCK,LUBBOCK
79490,LUBBOCK,LUBBOCK
79493,LUBBOCK,LUBBOCK
79499,LUBBOCK,LUBBOCK
79533,LUEDERS,JONES
75901,LUFKIN,ANGELINA
75902,LUFKIN,ANGELINA
75903,LUFKIN,ANGELINA
75904,LUFKIN,ANGELINA
75915,LUFKIN,ANGELINA
78648,LULING,CALDWELL
77657,LUMBERTON,HARDIN
78569,LYFORD,WILLACY
77863,LYONS,BURLESON
78052,LYTLE,ATASCOSA
75156,MABANK,HENDERSON
75147,MABANK,KAUFMAN
78054,MACDONA,BEXAR
77864,MADISONVILLE,MADISON
77353,MAGNOLIA,MONTGOMERY
77354,MAGNOLIA,MONTGOMERY
77355,MAGNOLIA,MONTGOMERY
75148,MALAKOFF,HENDERSON
76660,MALONE,HILL
78652,MANCHACA,TRAVIS
78653,MANOR,TRAVIS
76063,MANSFIELD,TARRANT
77578,MANVEL,BRAZORIA
79842,MARATHON,BREWSTER
78654,MARBLE FALLS,BURNET
79843,MARFA,PRESIDIO
75566,MARIETTA,CASS
78124,MARION,GUADALUPE
77456,MARKHAM,MATAGORDA
76661,MARLIN,FALLS
77865,MARQUEZ,LEON
75670,MARSHALL,HARRISON
75671,MARSHALL,HARRISON
75672,MARSHALL,HARRISON
76664,MART,MCLENNAN
78655,MARTINDALE,CALDWELL
75958,MARTINSVILLE,NACOGDOCHES
79535,MARYNEAL,NOLAN
76856,MASON,MASON
79058,MASTERSON,MOORE
79244,MATADOR,MOTLEY
77457,MATAGORDA,MATAGORDA
78368,MATHIS,SAN PATRICIO
75567,MAUD,BOWIE
77626,MAURICEVILLE,ORANGE
78656,MAXWELL,CALDWELL
76857,MAY,BROWN
75772,MAYDELLE,CHEROKEE
76064,MAYPEARL,ELLIS
79752,MC CAMEY,UPTON
78650,MC DADE,BASTROP
76657,MC GREGOR,MCLENNAN
75565,MC LEOD,CASS
78123,MC QUEENEY,GUADALUPE
79243,MCADOO,DICKENS
78501,MCALLEN,HIDALGO
78502,MCALLEN,HIDALGO
78503,MCALLEN,HIDALGO
78504,MCALLEN,HIDALGO
78505,MCALLEN,HIDALGO
75069,MCKINNEY,COLLIN
75070,MCKINNEY,COLLIN
75071,MCKINNEY,COLLIN
79057,MCLEAN,GRAY
79345,MEADOW,TERRY
78055,MEDINA,BANDERA
76370,MEGARGEL,ARCHER
75454,MELISSA,COLLIN
76858,MELVIN,MCCULLOCH
79245,MEMPHIS,HALL
76859,MENARD,MENARD
79754,MENTONE,LOVING
78570,MERCEDES,HIDALGO
76940,MERETA,TOM GREEN
76665,MERIDIAN,BOSQUE
75458,MERIT,HUNT
79536,MERKEL,TAYLOR
76666,MERTENS,HILL
76941,MERTZON,IRION
75149,MESQUITE,DALLAS
75150,MESQUITE,DALLAS
75181,MESQUITE,DALLAS
75185,MESQUITE,DALLAS
75187,MESQUITE,DALLAS
76667,MEXIA,LIMESTONE
77974,MEYERSVILLE,DE WITT
79059,MIAMI,ROBERTS
78056,MICO,MEDINA
77458,MIDFIELD,MATAGORDA
79755,MIDKIFF,UPTON
79701,MIDLAND,MIDLAND
79702,MIDLAND,MIDLAND
79703,MIDLAND,MIDLAND
79704,MIDLAND,MIDLAND
79705,MIDLAND,MIDLAND
79706,MIDLAND,MIDLAND
79707,MIDLAND,MIDLAND
79708,MIDLAND,MIDLAND
79710,MIDLAND,MIDLAND
79711,MIDLAND,MIDLAND
76065,MIDLOTHIAN,ELLIS
75852,MIDWAY,MADISON
75959,MILAM,SABINE
76556,MILANO,MILAM
76861,MILES,RUNNELS
76670,MILFORD,ELLIS
76862,MILLERSVIEW,CONCHO
77866,MILLICAN,BRAZOS
76066,MILLSAP,PARKER
75680,MINDEN,RUSK
75773,MINEOLA,WOOD
76067,MINERAL WELLS,PALO PINTO
76068,MINERAL WELLS,PALO PINTO
76463,MINGUS,PALO PINTO
78369,MIRANDO CITY,WEBB
78572,MISSION,HIDALGO
78573,MISSION,HIDALGO
78574,MISSION,HIDALGO
77459,MISSOURI CITY,FORT BEND
77489,MISSOURI CITY,FORT BEND
79061,MOBEETIE,WHEELER
79756,MONAHANS,WARD
77580,MONT BELVIEU,CHAMBERS
76251,MONTAGUE,MONTAGUE
75853,MONTALBA,ANDERSON
77316,MONTGOMERY,MONTGOMERY
77356,MONTGOMERY,MONTGOMERY
76557,MOODY,MCLENNAN
78057,MOORE,FRIO
76464,MORAN,SHACKELFORD
76671,MORGAN,BOSQUE
76465,MORGAN MILL,ERATH
79062,MORSE,HANSFORD
79346,MORTON,COCHRAN
75960,MOSCOW,POLK
77975,MOULTON,LAVACA
76558,MOUND,CORYELL
76673,MOUNT CALM,HILL
75681,MOUNT ENTERPRISE,RUSK
75455,MOUNT PLEASANT,TITUS
75456,MOUNT PLEASANT,TITUS
75457,MOUNT VERNON,FRANKLIN
78058,MOUNTAIN HOME,KERR
76252,MUENSTER,COOKE
78949,MULDOON,FAYETTE
79347,MULESHOE,BAILEY
76864,MULLIN,MILLS
77867,MUMFORD,ROBERTSON
76371,MUNDAY,KNOX
75778,MURCHISON,HENDERSON
76253,MYRA,COOKE
75961,NACOGDOCHES,NACOGDOCHES
75962,NACOGDOCHES,NACOGDOCHES
75963,NACOGDOCHES,NACOGDOCHES
75964,NACOGDOCHES,NACOGDOCHES
75965,NACOGDOCHES,NACOGDOCHES
77460,NADA,COLORADO
75568,NAPLES,MORRIS
75569,NASH,BOWIE
78059,NATALIA,MEDINA
76127,NAVAL AIR STATION JRB,TARRANT
77868,NAVASOTA,GRIMES
79063,NAZARETH,CASTRO
75779,NECHES,ANDERSON
77627,NEDERLAND,JEFFERSON
77461,NEEDVILLE,FORT BEND
76070,NEMO,SOMERVELL
75173,NEVADA,COLLIN
77870,NEW BADEN,ROBERTSON
75570,NEW BOSTON,BOWIE
78130,NEW BRAUNFELS,COMAL
78131,NEW BRAUNFELS,COMAL
78132,NEW BRAUNFELS,COMAL
78135,NEW BRAUNFELS,COMAL
77357,NEW CANEY,MONTGOMERY
79350,NEW DEAL,LUBBOCK
79383,NEW HOME,LYNN
75682,NEW LONDON,RUSK
75780,NEW SUMMERFIELD,CHEROKEE
78950,NEW ULM,AUSTIN
77358,NEW WAVERLY,WALKER
76071,NEWARK,WISE
76372,NEWCASTLE,YOUNG
75966,NEWTON,NEWTON
78140,NIXON,GONZALES
76255,NOCONA,MONTAGUE
76559,NOLANVILLE,BELL
77629,NOME,JEFFERSON
78141,NORDHEIM,DE WITT
77871,NORMANGEE,LEON
78142,NORMANNA,BEE
76180,NORTH RICHLAND HILLS,TARRANT
76182,NORTH RICHLAND HILLS,TARRANT
77872,NORTH ZULCH,MADISON
76865,NORTON,RUNNELS
79759,NOTREES,ECTOR
79538,NOVICE,COLEMAN
77976,NURSERY,VICTORIA
79539,O BRIEN,HASKELL
77359,OAKHURST,SAN JACINTO
78951,OAKLAND,COLORADO
78060,OAKVILLE,LIVE OAK
75855,OAKWOOD,LEON
78370,ODEM,SAN PATRICIO
79760,ODESSA,ECTOR
79761,ODESSA,ECTOR
79762,ODESSA,ECTOR
79763,ODESSA,ECTOR
79764,ODESSA,ECTOR
79765,ODESSA,ECTOR
79766,ODESSA,ECTOR
79768,ODESSA,ECTOR
79769,ODESSA,ECTOR
79351,ODONNELL,LYNN
76561,OGLESBY,CORYELL
78371,OILTON,WEBB
76373,OKLAUNION,WILBARGER
79540,OLD GLORY,STONEWALL
77463,OLD OCEAN,BRAZORIA
76466,OLDEN,EASTLAND
78575,OLMITO,CAMERON
76374,OLNEY,YOUNG
79064,OLTON,LAMB
75571,OMAHA,MORRIS
77360,ONALASKA,POLK
77630,ORANGE,ORANGE
77631,ORANGE,ORANGE
77632,ORANGE,ORANGE
